result	result_sigma	m	seed	weeks	trials	mean	sigma	error	p1	p2	p3	p4	p5
0.012910299	0.0001710976	1	1	10000000	25	-2.0	1	32	0.8152680942479635	12.98713346039157	0.8357175695751728	0.8724352460727747	1.8042322784200833
0.0099900724	1.6992405e-05	1	1	10000000	25	-2.0	1	4	0.8169349424564268	11.860294852394015	0.9139161733458108	1.0030535633950837	1.5745111378981553
0.01175683	4.4432903e-05	1	1	10000000	25	-2.0	1	8	0.8498922931889973	11.210683506505319	0.9583427011490266	1.0254606549452645	1.341457840439742
1.6900844	0.0038209358	2	1	15000000	25	-0.06	1	16	4.389218397557137	22.20490425714433	-2.152094292971234
1.8352245	0.0042068732	2	1	15000000	25	-0.06	1	22	4.375000215151536	22.24492051587825	-2.1557933852390088
1.9895808	0.008031025	2	1	15000000	25	-0.06	1	32	4.562406019833087	23.31838930078448	-2.416756618060882
1.1166854	0.00035913667	2	1	15000000	25	-0.06	1	4	5.708324056618854	27.549718304247286	-4.103015147497322
1.4388211	0.00076166014	2	1	15000000	25	-0.06	1	6	9.739213431075886	44.37767018952889	-9.790545489762735
1.6150111	0.0011629348	2	1	15000000	25	-0.06	1	8	9.214559330786727	41.49502005310288	-8.73377750616476
1.1347964	0.0026342735	2	1	15000000	25	-0.1	1	16	3.220681125947721	18.221381609629642	-0.6669423091673744
1.2088138	0.0034172232	2	1	15000000	25	-0.1	1	22	3.335510008064582	18.657770541545318	-0.8238559247865014
1.2834139	0.0040337685	2	1	15000000	25	-0.1	1	32	3.256037140548748	18.982258355902143	-0.8093508999980226
0.87918111	0.00032551067	2	1	15000000	25	-0.1	1	4	5.639881058835578	28.587439447229475	-4.243279562720009
0.98651542	0.00078421422	2	1	15000000	25	-0.1	1	6	9.535427678112118	43.16181046739266	-9.481464334705068
0.94014248	0.0008412553	2	1	15000000	25	-0.1	1	8	2.7743276179497145	16.154619259417984	-0.05030319805443248
0.9892386	0.0014013435	2	1	20000000	25	-0.2	1	16	0.17643879285137748	34.537881098075424	0.6170626730403862
0.38411914	9.9343697e-05	2	1	20000000	25	-0.2	1	2	3.8337068372171252	16.975212623609977	0.6580332082711242
1.0326547	0.0020820532	2	1	20000000	25	-0.2	1	22	0.16642805877308814	60.730217033193945	-0.14971990181240283
0.66374336	0.0021615135	2	1	20000000	25	-0.2	1	32	2.1194783176949463	15.884779415727788	1.0184180297202343
0.63244546	0.00024467176	2	1	20000000	25	-0.2	1	4	0.1603960719819922	27.00588718753275	-1.6464244698737704
0.75922127	0.0004245598	2	1	20000000	25	-0.2	1	6	0.1716915035195385	33.62068686470893	-0.8591693717437849
0.83919864	0.0005075337	2	1	20000000	25	-0.2	1	8	0.1716595225563663	20.828951614101	1.7823748933667805
0.34971345	0.00065900959	2	1	20000000	25	-0.5	1	16	0.40040390832247896	12.787382300960209	1.8663159887213685
0.18645039	4.9793514e-05	2	1	20000000	25	-0.5	1	2	0.2942238227672141	20.715247932589623	1.1893627631465686
0.35980067	0.00084370862	2	1	20000000	25	-0.5	1	22	0.3900551477136651	12.992199649181394	1.8178330992069953
0.36807633	0.0012840063	2	1	20000000	25	-0.5	1	32	0.3826928212336434	12.666941472130738	1.6237038745934096
0.2630255	0.00015822453	2	1	20000000	25	-0.5	1	4	0.3420951701406627	17.317211714658374	1.533401755131739
0.31729302	0.00031969383	2	1	20000000	25	-0.5	1	8	0.36209545582943314	14.149531514046888	1.8622826306994904
0.21075202	0.00045812321	2	1	20000000	25	-0.7	1	16	0.4627471493740171	13.865439675561904	1.9333068507164188
0.21611953	0.00071895274	2	1	20000000	25	-0.7	1	22	0.4787849269386375	13.102758610482088	1.9293806193616936
0.22020361	0.00087979837	2	1	20000000	25	-0.7	1	32	0.4886747586741379	13.653385700153239	1.7944012809437537
0.16353342	0.0001074044	2	1	20000000	25	-0.7	1	4	0.4306545755282488	14.401318182122983	1.8364420431696833
0.18260651	0.00017340181	2	1	20000000	25	-0.7	1	6	0.45572725213178056	13.192772469012827	1.9062047162250728
0.19342038	0.0002040201	2	1	20000000	25	-0.7	1	8	0.46603881673516423	13.481278722987142	1.9501523941256753
0.037491444	0.00018115151	2	1	15000000	25	-1.5	1	16	0.7241699881385483	12.538551516394573	1.7854080157064818
0.022016635	1.5205735e-05	2	1	6000000	25	-1.5	1	2	0.7069562679258212	10.88291311635354	1.771945075585746
0.03809375	0.00026847294	2	1	15000000	25	-1.5	1	22	0.6955940653465367	12.413585058493382	1.8256130350687165
0.038522945	0.00040834573	2	1	15000000	25	-1.5	1	32	0.721822666081497	13.652021291329238	1.6699018153436065
0.029635839	3.1521269e-05	2	1	15000000	25	-1.5	1	4	0.7486657741409735	10.271101254600836	1.83326289249014
0.032665442	5.9637944e-05	2	1	15000000	25	-1.5	1	6	0.7108508403062608	11.827241509287429	1.9265679217326686
0.034347277	8.0035405e-05	2	1	15000000	25	-1.5	1	8	0.6989406512519126	12.766111054901263	1.9238476640879196
0.015233136	7.2500737e-05	2	1	20000000	25	-1.0	0.7	16	0.7157019169289709	12.826745536197052	1.9028258039474202
0.73653343	0.0012068561	2	1	20000000	25	-1.0	1.5	16	0.4616011120887676	12.668992730173114	2.0259554323035633
423.03818	0.061690326	2	1	20000000	25	-1.0	10	16	4.146982037139441	13.935527562894297	0.5656634745486901
0.10728495	0.00028451513	2	1	20000000	25	-1.0	1	16	0.5614259845627151	13.332484715260836	1.855350646614708
0.062983727	3.3275322e-05	2	1	20000000	25	-1.0	1	2	0.5117242849620935	13.948354651987405	1.8590297745429356
0.10954019	0.00035005533	2	1	20000000	25	-1.0	1	22	0.6156522855830706	11.907360102658352	2.0063586680812797
0.11184877	0.00051701157	2	1	20000000	25	-1.0	1	32	0.590266304029154	12.69613752185543	1.701098044629233
0.084848176	6.4486135e-05	2	1	20000000	25	-1.0	1	4	0.5554595301725598	12.49275558784072	1.8434127463073602
0.094053808	9.8096293e-05	2	2	20000000	25	-1	1	6	0.5756741182544773	12.545921469437026	1.844630997272623
0.098966826	0.00012831226	2	1	20000000	25	-1.0	1	8	0.5924493801051532	11.526275423584451	1.9981709444814175
2.5383565	0.0026205155	2	1	20000000	25	-1.0	2	16	0.3620206928663252	13.485626431675382	1.9688116494565429
34.106037	0.01492723	2	1	20000000	25	-1.0	4	16	0.18948350099279998	20.92271099662522	1.6622330812599864
251.66681	0.048146375	2	1	20000000	25	-1.0	8	16	4.9066801757819825	14.214568121801255	0.34064834471222716
0.012712766	8.3115978e-05	2	1	15000000	25	-2.0	1	16	0.8373342652014568	12.390807214016057	1.8143582741953002
0.012930318	0.00011107117	2	1	15000000	25	-2.0	1	22	0.808550367442236	12.790488017563732	1.8329577953327862
0.012885646	0.00018001034	2	1	15000000	25	-2.0	1	32	0.8227011991471517	12.762556304353602	1.8053355292537074
0.0099955831	1.4453813e-05	2	1	15000000	25	-2.0	1	4	0.9131132427848403	9.097599648934345	1.9616758808978612
0.011051817	2.8825454e-05	2	1	15000000	25	-2.0	1	6	0.8049466255055977	12.725918474166448	1.8299298709166925
0.011680677	3.7206187e-05	2	1	15000000	25	-2.0	1	8	0.8184211828335065	12.723601933143673	1.7864797445182266
2.5670461	0.0040180661	3	1	10000000	25	-0.06	1	16	0.05755350275027876	0.060954916950598
2.8674624	0.0070242591	3	1	10000000	25	-0.06	1	22	0.060175121306290054	0.06221184961730484
3.1693969	0.0090894118	3	1	10000000	25	-0.06	1	32	0.064093940528345	0.056169829735474755
1.1390837	0.00037359827	3	1	10000000	25	-0.06	1	4	0.040652263272644644	0.04411962152642444
1.8409148	0.0013136049	3	1	10000000	25	-0.06	1	8	0.05616768140715694	0.05809522624857158
1.2804926	0.0024099847	3	1	10000000	25	-0.15	1	16	0.12282582744249915	0.15007939445826274
1.3624053	0.0031873952	3	1	10000000	25	-0.15	1	22	0.1345396572325805	0.15173278162461148
1.4296197	0.0043957671	3	1	10000000	25	-0.15	1	32	0.1203182562466871	0.1523321205516819
0.76380365	0.00027182004	3	1	10000000	25	-0.15	1	4	0.12148349375013127	0.12642212824832352
1.0557201	0.0005661474	3	1	10000000	25	-0.15	1	8	0.134555416414878	0.13982771659655743
1.7924759	0.0029029759	3	1	10000000	25	-0.1	1	16	0.09479068671018796	0.09870252903295691
1.9387306	0.0037033393	3	1	10000000	25	-0.1	1	22	0.0929484628374242	0.10217955531575384
2.0809545	0.0070251964	3	1	10000000	25	-0.1	1	32	0.09969834030410146	0.10008228016822299
0.9439661	0.00034196345	3	1	10000000	25	-0.1	1	4	0.08141904793402088	0.08129662746462535
1.3937493	0.0011935809	3	1	10000000	25	-0.1	1	8	0.09091738228743874	0.09672310982534893
0.98896589	0.0016638873	3	1	20000000	25	-0.2	1	16	0.17787709301775562	0.1936911493994497
0.39863569	0.00010031877	3	1	20000000	25	-0.2	1	2	0.09827130368180512	0.10331785121221333
1.0377612	0.0022818569	3	1	20000000	25	-0.2	1	22	0.18618949430099324	0.19729410662018051
1.079731	0.0027560792	3	1	20000000	25	-0.2	1	32	0.1864136584511267	0.19641948337384355
0.63132881	0.00020732913	3	1	20000000	25	-0.2	1	4	0.15591448246101913	0.16579548142427306
0.83771443	0.00054612232	3	1	20000000	25	-0.2	1	8	0.16924258619778848	0.19110239887650995
0.33908396	0.00068274946	3	1	20000000	25	-0.5	1	16	0.35033639848215664	0.479815149792984
0.18422283	5.336785e-05	3	1	20000000	25	-0.5	1	2	0.27344251679839165	0.32637291721007233
0.34695653	0.00073826872	3	1	20000000	25	-0.5	1	22	0.36865212570437245	0.4883266309200356
0.35669386	0.0017919479	3	1	20000000	25	-0.5	1	32	0.353215901666582	0.49143611305992096
0.25727218	0.00011685801	3	1	20000000	25	-0.5	1	4	0.3106174615675413	0.4222361994233653
0.3085112	0.00030891367	3	1	20000000	25	-0.5	1	8	0.3449456034808078	0.463528471354013
0.1939327	0.00045023206	3	1	20000000	25	-0.7	1	16	0.4112398972747856	0.666522735793223
0.19895738	0.00058608921	3	1	20000000	25	-0.7	1	22	0.41868208399126533	0.6795310628832827
0.20230942	0.00090860865	3	1	20000000	25	-0.7	1	32	0.4061961744400544	0.6930293782661223
0.15515453	0.00010592567	3	1	20000000	25	-0.7	1	4	0.3796843233466004	0.5931025911981718
0.18001281	0.00015911424	3	1	20000000	25	-0.7	1	8	0.39806494859847075	0.6488873606179967
0.14921113	0.00031681007	3	1	10000000	25	-0.8	1	16	0.42548644303571015	0.7670066912320075
0.15226402	0.00063917176	3	1	10000000	25	-0.8	1	22	0.42707766014847254	0.7780608245545885
0.15288556	0.00088625377	3	1	10000000	25	-0.8	1	32	0.4816009512774372	0.7848504497200249
0.12143927	0.00010165728	3	1	10000000	25	-0.8	1	4	0.40670788015587434	0.6839765729259402
0.13909941	0.00018690888	3	1	10000000	25	-0.8	1	8	0.4124484902852138	0.7398409338613184
0.11547035	0.00037559963	3	1	10000000	25	-0.9	1	16	0.4255584028424352	0.8669092915520974
0.11714599	0.00045785853	3	1	10000000	25	-0.9	1	22	0.42544548816185956	0.8781225680876071
0.118492	0.00059850727	3	1	10000000	25	-0.9	1	32	0.4704614138088312	0.8848911268713672
0.095307932	6.1687942e-05	3	1	10000000	25	-0.9	1	4	0.4124667933605607	0.7623371111308619
0.10749032	0.00013253461	3	1	10000000	25	-0.9	1	8	0.434501105508437	0.8220264227853138
0.067728392	0.00025531248	3	1	10000000	25	-1.1	1	16	0.46832183567788316	1.070534555989624
0.068786666	0.00038372762	3	1	10000000	25	-1.1	1	22	0.43910739455294423	1.0748616824099821
0.068749347	0.00043706838	3	1	10000000	25	-1.1	1	32	0.5017278719491899	1.0880749311564948
0.058698077	5.9936088e-05	3	1	10000000	25	-1.1	1	4	0.4458239282670387	0.9375137217841465
0.064833245	0.00012405863	3	1	10000000	25	-1.1	1	8	0.4340269624602892	1.019089188628002
0.052429905	0.00020283745	3	1	10000000	25	-1.2	1	16	0.4372670060693817	1.1635866935577517
0.052322475	0.00033508298	3	1	10000000	25	-1.2	1	22	0.49785449902278267	1.1774675845762483
0.0	0.0	3	1	10000000	25	-1.2	1	32	0.6	0.95
0.045935931	5.6691575e-05	3	1	10000000	25	-1.2	1	4	0.43993351250758517	1.027336283297919
0.050084498	0.00012623343	3	1	10000000	25	-1.2	1	8	0.44852617597222977	1.1187375962386303
0.039655073	0.00020675244	3	1	10000000	25	-1.3	1	16	0.46342736097244097	1.2715691437696663
0.0	0.0	3	1	10000000	25	-1.3	1	22	0.6	0.95
0.0	0.0	3	1	10000000	25	-1.3	1	32	0.6	0.95
0.035670135	3.9857107e-05	3	1	10000000	25	-1.3	1	4	0.4367955816478769	1.1155631942694364
0.038437683	0.00010491024	3	1	10000000	25	-1.3	1	8	0.45140149372608335	1.2038038607795754
0.0	0.0	3	1	10000000	25	-1.5	1	16	0.6	0.95
0.018218819	1.6552767e-05	3	1	10000000	25	-1.5	1	2	0.454295827134712	1.1425705333428762
0.0	0.0	3	1	10000000	25	-1.5	1	22	0.6	0.95
0.0	0.0	3	1	10000000	25	-1.5	1	32	0.6	0.95
0.021433831	3.5800406e-05	3	1	10000000	25	-1.5	1	4	0.44611238300915357	1.299628655218071
0.022439811	7.6911741e-05	3	1	10000000	25	-1.5	1	8	0.43361814478017247	1.3859177457043952
0.0	0.0	3	1	10000000	25	-1.8	1	16	0.6	0.95
0.0	0.0	3	1	10000000	25	-1.8	1	22	0.6	0.95
0.0	0.0	3	1	10000000	25	-1.8	1	32	0.6	0.95
0.0095628832	1.7382198e-05	3	1	10000000	25	-1.8	1	4	0.44262822678584135	1.5761126093026803
0.0	0.0	3	1	10000000	25	-1.8	1	8	0.6	0.95
0	0	3	1	20000000	25	-1	0.7	20	0.6	0.95	0.0	0.0	0.0
0.034816721	0.00024772284	3	1	20000000	25	-1	0.85	20	0.4406779014148973	1.1485099429906098	-0.009259018718128741	0.006030556607526508	0.00034805729635451865
0.23719657	0.00068726153	3	1	20000000	25	-1	1.2	20	0.4187190042824747	0.8030712155815019	0.00024793806154751433	3.98419134608368e-05	0.0001819890731671598
0.35425548	0.00075241876	3	1	20000000	25	-1	1.3	20	0.4186602328421488	0.7347318067371515	0.0002112766802750683	0.00011027826075220335	-5.12504860572076e-05
0.70503813	0.001552931	3	1	20000000	25	-1	1.5	20	0.38633749495626063	0.6281036595697683	0.0002713944771247839	-1.5916973195216063e-05	7.720539635678397e-05
393.53986	0.053412529	3	1	20000000	25	-1	10	15	-0.00108784850110399	-0.0006019109758025453	0.0003991994134644421	0.0024038000289767457	0.00286466831162194
532.46681	0.11752937	3	1	20000000	25	-1	10	20	0.03281068830185769	0.02577775240402981	0.0012892980657944184	0.0012333428506758985	0.0018699250718152674
843.87914	0.074257104	3	1	20000000	25	-1	15	15	-0.1973597282319401	-0.00016246680568355866	0.003754014568555966	0.004447619255955804	0.005276551087947115
1245.2901	0.13855906	3	1	20000000	25	-1	15	20	-0.15038089207382066	-0.0010146053805406307	0.0028353785089462237	0.0040549362756121966	0.0046030511783200865
0.015202551	2.1613052e-06	3	1	20000000	25	-1	1	0.5	0.23192347052573836	0.2393539391487453	1.8122193228375812e-05	0.00010088100772048626	0.00011232960973298626
0.035628185	9.2615105e-06	3	1	20000000	25	-1	1	1	0.3903271407404729	0.4977169100180123	0.00024117651422578628	-0.00016900023043430514	1.6995460613952574e-05
0.08551312	0.00019851612	3	1	20000000	25	-1	1	10	0.4337582350363139	0.9451979897046584	0.00012000170722568061	2.632742599475458e-05	-2.9313913666027285e-05
0.086854518	0.00018967788	3	1	20000000	25	-1	1	12	0.4532949019234274	0.9540521866088446	-9.989844832188508e-05	-7.763374471599688e-06	-0.00010501590453355957
0.087840322	0.00021896562	3	1	20000000	25	-1	1	14	0.44129739574955706	0.9693189409181515	-1.4208923346636385e-05	2.854792346087466e-05	-3.8268985332078625e-05
0.088415323	0.00034643438	3	1	20000000	25	-1.0	1	16	0.44087080150682856	0.967945062925732
0.058803916	2.2568262e-05	3	1	20000000	25	-1.0	1	2	0.41946135782605276	0.7208336069823935
0.089781513	0.00039278221	3	1	20000000	25	-1	1	20	0.4297537933329359	0.9709269586205329	0.0001593809025761226	2.9453250364443503e-06	-3.131550011996918e-05
0.090150922	0.00044482948	3	1	20000000	25	-1.0	1	22	0.464161460474455	0.9671950999231637
0.090536359	0.00043424648	3	1	20000000	25	-1	1	25	0.4581534994248895	0.9815466728210192	0.00014778637410970059	4.95389334226033e-06	-0.0004032082864780517
0.069230552	3.7300981e-05	3	1	20000000	25	-1	1	3	0.43046170319866783	0.7970386267940763	0.00014387899806160364	7.254665013587084e-08	8.230366652051403e-05
0.09136395	0.00067868543	3	1	20000000	25	-1	1	30	0.4519735747055976	0.9782359912878726	-1.2450793612478178e-05	5.734520263182083e-05	-1.9622934569270282e-05
0.091041631	0.00053457993	3	1	20000000	25	-1.0	1	32	0.4879983852570247	0.9805052956046716
0.091569539	0.00070249485	3	1	20000000	25	-1	1	35	0.4208076261344751	0.9873674711390219	0.0001924013200298173	8.147210304615126e-05	4.597363541913059e-05
0.074869559	6.0606039e-05	3	1	20000000	25	-1.0	1	4	0.42847263642386824	0.8611564120297321
0.08075302	7.5006655e-05	3	1	20000000	25	-1.0	1	6	0.4300470238321652	0.9021957758921142
0.083718678	0.00015268597	3	1	20000000	25	-1.0	1	8	0.4435784745388063	0.9274391465923093
0.084678806	0.0001901131	3	1	20000000	25	-1	1	9	0.4402708882046584	0.9392432593220329	3.46951379239281e-05	5.423854135927528e-07	-0.00012730309543040286
6.4564658	0.0056755623	3	1	20000000	25	-1	2.5	20	0.2912567423849599	0.3680579806406197	8.865787844466299e-05	1.324576917181505e-05	-3.974039390674938e-05
1326.5615	0.098224397	3	1	20000000	25	-1	20	15	-0.004425069303516308	0.002036155986005606	0.002355824000802551	0.0020411256913750774	0.0029069075636832496
1984.0908	0.18317839	3	1	2000000	25	-1	20	20	0.1017837	0.1003595	0	0	0
2297.8822	0.13310398	3	1	20000000	25	-1	30	15	-0.3033337852081835	-0.001440264454693229	0.00928212180959051	0.0012941199044106384	0.001849608052900163
3786.7246	0.24370736	3	1	20000000	25	-1	30	20	-0.21089565693164136	-0.0011326685448107636	0.0038311507528488364	0.004505034080139842	0.005292702937556744
13.148506	0.0087816971	3	1	20000000	25	-1	3	20	0.25719393049325157	0.30894739296204243	8.465204864079498e-05	0.00016586606539610604	0.00013224807118162956
32.906473	0.012490133	3	1	2000000	25	-1	4	15	0.1718785	0.2017337	0	0	0
37.462736	0.020060384	3	1	2000000	25	-1	4	20	0.1914043	0.2204556	0	0	0
113.49964	0.031247781	3	1	2000000	25	-1	6	15	0.1031627	0.1008825	0	0	0
138.57823	0.04135143	3	1	2000000	25	-1	6	20	0.1172136	0.1375284	0	0	0
2.5683605	0.0037612236	4	1	10000000	25	-0.06	1	16	0.058101239983942884	0.060037371687016304	778.7012675114892
2.8636972	0.0061418049	4	1	10000000	25	-0.06	1	22	0.06524630207169915	0.062206209638415715	1443.307376900993
3.1690819	0.0071012055	4	1	10000000	25	-0.06	1	32	0.06572086004639038	0.061673244851931874	3680.2539429660483
1.1386832	0.00036794817	4	1	10000000	25	-0.06	1	4	0.04888590278079992	0.04412425599760926	50.389691721674815
1.8408074	0.001278663	4	1	10000000	25	-0.06	1	8	0.05714954966847868	0.05809099748342987	168.41839412715353
1.2819805	0.0024243559	4	1	10000000	25	-0.15	1	16	0.12855204813681864	0.14613368557500717	1018.7380648156695
1.3601354	0.0031548427	4	1	10000000	25	-0.15	1	22	0.14065955882894993	0.15185660747537597	1049.5739804252614
1.4316875	0.004077712	4	1	10000000	25	-0.15	1	32	0.1429000784469206	0.15818700313712025	1562.1194604973648
0.76380642	0.0002764863	4	1	10000000	25	-0.15	1	4	0.1214903201648713	0.12637747360181456	34.286782473156364
1.0559583	0.00062970381	4	1	10000000	25	-0.15	1	8	0.13516912298530045	0.14090550745862962	158.16301081508215
1.7924515	0.0029542645	4	1	10000000	25	-0.1	1	16	0.09508569158793762	0.09836974694239878	836.9224604034729
1.9379386	0.0034473654	4	1	10000000	25	-0.1	1	22	0.09405530651367772	0.10223422980390923	1448.3435569982103
2.0817075	0.0070734432	4	1	10000000	25	-0.1	1	32	0.09858977750004788	0.09998847205130135	2266.1065605091144
0.94395396	0.00034789453	4	1	10000000	25	-0.1	1	4	0.08225035445664335	0.08129938378066424	31.08143433190272
1.3941074	0.0012331807	4	1	10000000	25	-0.1	1	8	0.0938954691641325	0.09873665790562869	295.335836427863
0.98889375	0.0010335956	4	1	20000000	25	-0.2	1	16	0.1770817123371461	0.199332273927733	721.2775727347832
0.39867889	0.00010178416	4	1	20000000	25	-0.2	1	2	0.09907765378107608	0.1029493470396402	4.3959787748675705
1.0375801	0.0022072086	4	1	20000000	25	-0.2	1	22	0.1822082520265993	0.1961781103079056	986.1588272980323
1.0819109	0.0030762303	4	1	20000000	25	-0.2	1	32	0.1767756392051807	0.19805529891321344	3051.2995904508593
0.63132014	0.00020817853	4	1	20000000	25	-0.2	1	4	0.15538077984078671	0.165704903189392	33.35559486350074
0.83780643	0.00054981477	4	1	20000000	25	-0.2	1	8	0.16663109595503117	0.19109593194073438	178.2986324413532
0.33946681	0.00060674573	4	1	20000000	25	-0.5	1	16	0.3486700165021118	0.4802910221813057	469.3222991957719
0.1845592	6.1975125e-05	4	1	20000000	25	-0.5	1	2	0.313007216673428	0.3426431169691956	3.5731649508177656
0.34909723	0.001023993	4	1	20000000	25	-0.5	1	22	0.37136172254511085	0.49633643688398243	510.72344445665044
0.35730752	0.001453467	4	1	20000000	25	-0.5	1	32	0.35616084806606124	0.487186938472687	1931.308729439239
0.25861174	0.00012018039	4	1	20000000	25	-0.5	1	4	0.3280993253217943	0.42356599587645005	18.764630297873303
0.30897802	0.0003252254	4	1	20000000	25	-0.5	1	8	0.34548735780028306	0.4641805302958587	126.6796226803327
0.19880871	0.00037320293	4	1	20000000	25	-0.7	1	16	0.4734661868979018	0.673050465175407	329.0401827512895
0.20176748	0.00060766761	4	1	20000000	25	-0.7	1	22	0.4141004890040806	0.6832974033843873	1007.8359265727463
0.20701788	0.00066614586	4	1	20000000	25	-0.7	1	32	0.4490844212207495	0.6931348782379732	1555.6965056712675
0.15822866	9.772243e-05	4	1	20000000	25	-0.7	1	4	0.43773131736305726	0.6071925446971674	21.873734587965018
0.18438809	0.00021116996	4	1	20000000	25	-0.7	1	8	0.46151827314811633	0.6573429944613793	75.95261228209752
3.8068887	0.0035235349	4	1	20000000	25	-0.7	2	15	0.27320730294506895	0.3216505926355272	1557.6299067406694	0.00013079686819848974	1.930797572859926e-05
3.0175773	0.0021559725	4	1	2000000	25	-0.85	2	15	0.3144982	0.3938891	5807.11	0	0
0.15430096	0.00034007992	4	1	6000000	25	-0.8	1	16	0.4868585450272914	0.7664529932039921	545.3808713322383
0.15458804	0.00057791403	4	1	6000000	25	-0.8	1	22	0.6432156091962273	0.7873794206758804	958.6535101242785
0.15621084	0.00059075169	4	1	6000000	25	-0.8	1	32	0.7162972003198238	0.7852430773398373	1808.1629612851605
0.12501657	7.2602207e-05	4	1	6000000	25	-0.8	1	4	0.4913871130265014	0.6944041614987122	30.78878696487125
0.14322752	0.00017760716	4	1	6000000	25	-0.8	1	8	0.4826077074345215	0.7460284085172728	139.73307488933338
0.12178494	0.00034022011	4	1	6000000	25	-0.9	1	16	0.6533302325798074	0.8697889545923859	471.26787795212465
0.12430865	0.00043742307	4	1	6000000	25	-0.9	1	22	0.6458873974610492	0.8851092175200208	921.3333161131158
0.12660821	0.0005726645	4	1	6000000	25	-0.9	1	32	0.5834445225379005	0.8852476061711023	1941.283049096869
0.099673126	5.1570799e-05	4	1	6000000	25	-0.9	1	4	0.5408803183088073	0.791375054949293	30.797450354426203
0.11424031	0.00014182294	4	1	6000000	25	-0.9	1	8	0.5726674286653524	0.8489217171293358	114.9933536096708
0.077281209	0.00027441329	4	1	6000000	25	-1.1	1	16	0.582557727897028	1.0709365212591588	480.5797499630273
0.078536232	0.0003899945	4	1	6000000	25	-1.1	1	22	0.5628114662460028	1.0901562819728219	919.2700398642472
0.078563377	0.000450994	4	1	6000000	25	-1.1	1	32	0.5658330478478086	1.085330359246525	1668.3872771864685
0.063481117	5.1370567e-05	4	1	6000000	25	-1.1	1	4	0.5893678874001291	0.9833953809788585	31.296770330433088
0.072472719	0.00012196089	4	1	6000000	25	-1.1	1	8	0.6104464892723023	1.0506010588135668	135.87719391378667
0.061537382	0.00020526449	4	1	6000000	25	-1.2	1	16	0.6403500584216698	1.170628214208969	468.43067126139596
0.061962096	0.00028609174	4	1	6000000	25	-1.2	1	22	0.6186794217426204	1.1779139128065845	786.5151709959345
0.0	0.0	4	1	6000000	25	-1.2	1	32	0.6	0.95	1811.0
0.051131538	5.4586724e-05	4	1	6000000	25	-1.2	1	4	0.6468759749347219	1.0735231692612544	42.5950907157978
0.057977598	0.00010764251	4	1	6000000	25	-1.2	1	8	0.6523292856237699	1.144412466495071	139.6830918627653
1.8533107	0.0020782091	4	1	2000000	25	-1.2	2	15	0.3547239	0.55224	3346.16	0	0
0.046299412	0.00017244784	4	1	6000000	25	-1.3	1	16	0.4906156588197722	1.2724721825685825	417.11260811991787
0.0	0.0	4	1	6000000	25	-1.3	1	22	0.6	0.95	868.0
0.0	0.0	4	1	6000000	25	-1.3	1	32	0.6	0.95	1811.0
0.040957347	4.582045e-05	4	1	6000000	25	-1.3	1	4	0.6701311135176968	1.156315965447427	47.76236757882487
0.045166465	0.00010497296	4	1	6000000	25	-1.3	1	8	0.5503903989088406	1.2522351265643006	131.51225600457107
0.0	0.0	4	1	2000000	25	-1.5	1	16	0.6	0.95	466.31793
0.013200098	1.4482323e-05	4	1	2000000	25	-1.5	1	2	0.5544755788887699	1.2195873853408163	4.001799217728607
0.0	0.0	4	1	2000000	25	-1.5	1	22	0.6	0.95	868.0
0.0	0.0	4	1	2000000	25	-1.5	1	32	0.6	0.95	1811.6299299999996
0.026309971	3.2229032e-05	4	1	6000000	25	-1.5	1	4	0.8439865217859882	1.3624874660714892	55.78215774386219
0.02959805	7.1005809e-05	4	1	6000000	25	-1.5	1	8	0.8075420077583948	1.452828178321146	220.7074767437416
1.2548663	0.0013337272	4	1	2000000	25	-1.5	2	15	0.4009428	0.6972853	286.428	0	0
0.0	0.0	4	1	6000000	25	-1.8	1	16	0.6	0.95	466.0
0.0	0.0	4	1	6000000	25	-1.8	1	22	0.6	0.95	868.0
0.0	0.0	4	1	6000000	25	-1.8	1	32	0.6	0.95	1811.0
0.01344745	1.3359448e-05	4	1	6000000	25	-1.8	1	4	0.9934609708438095	1.6477202415715646	88.80273103703442
0.0	0.0	4	1	6000000	25	-1.8	1	8	0.6	0.95	120.0
0.0	0.0	4	1	2000000	25	-1	0.7	15	0.939791	0.999843	248	0	0
0.0	0.0	4	1	2000000	25	-1	0.7	20	0.6	0.95	721.046	0	0
0.0015853371	2.9769109e-05	4	1	2000000	25	-1	0.85	15	0.9262042	0.9997854	7475.1	0	0
1.0750699e-05	3.4164845e-06	4	1	2000000	25	-1	0.85	20	0.7	0.99	2200	0	0
0.24244718	0.00055312843	4	1	2000000	25	-1	1.2	15	0.5926228	0.8040459	184.088	0	0
0.24851551	0.00059280911	4	1	2000000	25	-1	1.2	20	0.5623913	0.8149596	403.998	0	0
0.34422647	0.00069865054	4	1	2000000	25	-1	1.3	15	0.393404	0.7292892	4469.33	0	0
0.35269787	0.0011314207	4	1	2000000	25	-1	1.3	20	0.3832064	0.7514108	9232.19	0	0
0.69392315	0.00092043543	4	1	2000000	25	-1	1.5	15	0.3993289	0.6370429	160.245	0	0
0.70461476	0.0017728229	4	1	2000000	25	-1	1.5	20	0.3861057	0.6474274	8620.12	0	0
382.54737	0.049975585	4	1	2000000	25	-1	10	15	0.1043029	0.100375	4001.77	0	0
